k_id	work	k	genre	year	mov_id	mov	tempo	time_sig	key	exp_beg	exp_len	tot_cads	cad_no	cad_type	next_key	elided	arr_m	arr_beat	end_m	end_beat	cad_len
183	Symphony	183 (173d B)	Symphony	1773	130	IV	Allegro	2/2	g	1	76	6	1	K1	III	false	16	1.00	17	1.00	4.00
183	Symphony	183 (173d B)	Symphony	1773	130	IV	Allegro	2/2	g	1	76	6	2	K3	III	false	24	1.00	28	1.00	16.00
183	Symphony	183 (173d B)	Symphony	1773	130	IV	Allegro	2/2	g	1	76	6	3	K3	III	false	37	1.00	41	1.00	16.00
183	Symphony	183 (173d B)	Symphony	1773	130	IV	Allegro	2/2	g	1	76	6	4	K4	III	true	49	1.00	49	1.00	0.00
183	Symphony	183 (173d B)	Symphony	1773	130	IV	Allegro	2/2	g	1	76	6	5	K4	III	true	61	1.00	61	1.00	0.00
183	Symphony	183 (173d B)	Symphony	1773	130	IV	Allegro	2/2	g	1	76	6	6	K4	 	false	71	1.00	73	2.00	10.00
184	Symphony	184 (166a, 161a)	Symphony	1773	131	I	Molto presto	4/4	Eb	1	46	3	1	K1	I	true	11	1.00	11	1.00	0.00
184	Symphony	184 (166a, 161a)	Symphony	1773	131	I	Molto presto	4/4	Eb	1	46	3	2	K2	V	true	21	1.00	21	1.00	0.00
184	Symphony	184 (166a, 161a)	Symphony	1773	131	I	Molto presto	4/4	Eb	1	46	3	3	K4	 	true	43	1.00	43	1.00	0.00
184	Symphony	184 (166a, 161a)	Symphony	1773	132	III	Allegro	3/8	Eb	1	67	4	1	K1	I	true	16	1.00	16	1.00	0.00
184	Symphony	184 (166a, 161a)	Symphony	1773	132	III	Allegro	3/8	Eb	1	67	4	2	K3	V	false	28	1.00	30	1.00	3.00
184	Symphony	184 (166a, 161a)	Symphony	1773	132	III	Allegro	3/8	Eb	1	67	4	3	K4	V	true	44	1.00	44	1.00	0.00
184	Symphony	184 (166a, 161a)	Symphony	1773	132	III	Allegro	3/8	Eb	1	67	4	4	K4	 	true	64	1.00	64	1.00	0.00
185	Serenade	185 (167a) with March K. 189 (167b)	Cassation/Serenade/Divertimento	1773	133	I	Allegro assai	4/4	D	1	77	6	1	K1	I	true	17	1.00	21	1.00	16.00
185	Serenade	185 (167a) with March K. 189 (167b)	Cassation/Serenade/Divertimento	1773	133	I	Allegro assai	4/4	D	1	77	6	2	K2	V	false	25	1.00	28	1.00	12.00
185	Serenade	185 (167a) with March K. 189 (167b)	Cassation/Serenade/Divertimento	1773	133	I	Allegro assai	4/4	D	1	77	6	3	K4	V	false	44	1.00	44	1.50	0.50
185	Serenade	185 (167a) with March K. 189 (167b)	Cassation/Serenade/Divertimento	1773	133	I	Allegro assai	4/4	D	1	77	6	4	K4	V	false	52	1.00	53	1.00	4.00
185	Serenade	185 (167a) with March K. 189 (167b)	Cassation/Serenade/Divertimento	1773	133	I	Allegro assai	4/4	D	1	77	6	5	K4	V	true	68	1.00	68	1.00	0.00
185	Serenade	185 (167a) with March K. 189 (167b)	Cassation/Serenade/Divertimento	1773	133	I	Allegro assai	4/4	D	1	77	6	6	K4	 	false	72	1.00	74	3.00	10.00
185	Serenade	185 (167a) with March K. 189 (167b)	Cassation/Serenade/Divertimento	1773	134	VII	Allegro assai	6/8	D	12	76	7	1	K1	I	true	27	1.00	27	1.00	0.00
185	Serenade	185 (167a) with March K. 189 (167b)	Cassation/Serenade/Divertimento	1773	134	VII	Allegro assai	6/8	D	12	76	7	2	K2	V	true	33	1.00	33	1.00	0.00
185	Serenade	185 (167a) with March K. 189 (167b)	Cassation/Serenade/Divertimento	1773	134	VII	Allegro assai	6/8	D	12	76	7	3	K3	V	false	36	1.00	37	1.00	3.00
185	Serenade	185 (167a) with March K. 189 (167b)	Cassation/Serenade/Divertimento	1773	134	VII	Allegro assai	6/8	D	12	76	7	4	K4	V	false	52	1.00	53	1.00	3.00
185	Serenade	185 (167a) with March K. 189 (167b)	Cassation/Serenade/Divertimento	1773	134	VII	Allegro assai	6/8	D	12	76	7	5	K4	V	false	60	1.00	60	1.33	0.50
185	Serenade	185 (167a) with March K. 189 (167b)	Cassation/Serenade/Divertimento	1773	134	VII	Allegro assai	6/8	D	12	76	7	6	K4	V	true	76	1.00	76	1.00	0.00
185	Serenade	185 (167a) with March K. 189 (167b)	Cassation/Serenade/Divertimento	1773	134	VII	Allegro assai	6/8	D	12	76	7	7	K4	 	false	80	1.00	88	1.00	24.00
199	Symphony	199 (162a, 161b)	Symphony	1773	135	I	Allegro	3/4	G	1	58	5	1	K1	I	true	14	1.00	16	1.00	6.00
199	Symphony	199 (162a, 161b)	Symphony	1773	135	I	Allegro	3/4	G	1	58	5	2	K2	V	false	19	1.00	20	1.00	3.00
199	Symphony	199 (162a, 161b)	Symphony	1773	135	I	Allegro	3/4	G	1	58	5	3	K4	V	false	35	1.00	36	1.00	3.00
199	Symphony	199 (162a, 161b)	Symphony	1773	135	I	Allegro	3/4	G	1	58	5	4	K4	V	true	55	1.00	55	1.00	0.00
199	Symphony	199 (162a, 161b)	Symphony	1773	135	I	Allegro	3/4	G	1	58	5	5	K4	 	false	57	1.00	59	1.00	6.00
199	Symphony	199 (162a, 161b)	Symphony	1773	136	III	Presto	3/8	G	1	110	5	1	K1	I	false	12	1.00	13	1.00	1.50
199	Symphony	199 (162a, 161b)	Symphony	1773	136	III	Presto	3/8	G	1	110	5	2	K2	V	false	16	1.00	17	1.00	1.50
199	Symphony	199 (162a, 161b)	Symphony	1773	136	III	Presto	3/8	G	1	110	5	3	K3	V	false	24	1.00	25	1.00	1.50
199	Symphony	199 (162a, 161b)	Symphony	1773	136	III	Presto	3/8	G	1	110	5	4	K4	V	false	51	1.00	52	1.00	1.50
199	Symphony	199 (162a, 161b)	Symphony	1773	136	III	Presto	3/8	G	1	110	5	5	K4	 	false	95	1.00	104	1.00	13.50
200	Symphony	200 (173e, 189k)	Symphony	1773	137	I	Allegro spiritoso	3/4	C	1	67	6	1	K1	I	true	20	1.00	20	1.00	0.00
200	Symphony	200 (173e, 189k)	Symphony	1773	137	I	Allegro spiritoso	3/4	C	1	67	6	2	K2	V	true	28	1.00	28	1.00	0.00
200	Symphony	200 (173e, 189k)	Symphony	1773	137	I	Allegro spiritoso	3/4	C	1	67	6	3	K3	V	false	32	1.00	33	1.00	3.00
200	Symphony	200 (173e, 189k)	Symphony	1773	137	I	Allegro spiritoso	3/4	C	1	67	6	4	K4	V	true	48	1.00	48	1.00	0.00
200	Symphony	200 (173e, 189k)	Symphony	1773	137	I	Allegro spiritoso	3/4	C	1	67	6	5	K4	V	true	60	1.00	60	1.00	0.00
200	Symphony	200 (173e, 189k)	Symphony	1773	137	I	Allegro spiritoso	3/4	C	1	67	6	6	K4	 	false	66	1.00	66	2.00	1.00
200	Symphony	200 (173e, 189k)	Symphony	1773	138	IV	Presto	2/2	C	1	71	6	1	K1	I	true	17	1.00	17	1.00	0.00
200	Symphony	200 (173e, 189k)	Symphony	1773	138	IV	Presto	2/2	C	1	71	6	2	K2	V	true	21	1.00	21	1.00	0.00
200	Symphony	200 (173e, 189k)	Symphony	1773	138	IV	Presto	2/2	C	1	71	6	3	K3	V	false	31	1.00	33	1.00	8.00
200	Symphony	200 (173e, 189k)	Symphony	1773	138	IV	Presto	2/2	C	1	71	6	4	K4	V	false	48	1.00	48	2.00	2.00
200	Symphony	200 (173e, 189k)	Symphony	1773	138	IV	Presto	2/2	C	1	71	6	5	K4	V	true	60	1.00	60	1.00	0.00
200	Symphony	200 (173e, 189k)	Symphony	1773	138	IV	Presto	2/2	C	1	71	6	6	K4	 	true	68	1.00	68	1.00	0.00
201	Symphony	201 (186a)	Symphony	1774	139	I	Allegro moderato	2/2	A	1	76	5	1	K1	I	true	9	1.00	9	1.00	0.00
201	Symphony	201 (186a)	Symphony	1774	139	I	Allegro moderato	2/2	A	1	76	5	2	K2	V	false	23	1.00	27	1.50	17.00
201	Symphony	201 (186a)	Symphony	1774	139	I	Allegro moderato	2/2	A	1	76	5	3	K3	V	false	29	1.00	33	1.00	16.00
201	Symphony	201 (186a)	Symphony	1774	139	I	Allegro moderato	2/2	A	1	76	5	4	K4	V	true	69	1.00	69	1.00	0.00
201	Symphony	201 (186a)	Symphony	1774	139	I	Allegro moderato	2/2	A	1	76	5	5	K4	 	false	73	1.00	75	2.00	10.00
201	Symphony	201 (186a)	Symphony	1774	140	IV	Allegro spiritoso	6/8	A	1	61	5	1	K1	I	true	22	1.00	22	1.00	0.00
201	Symphony	201 (186a)	Symphony	1774	140	IV	Allegro spiritoso	6/8	A	1	61	5	2	K2	V	false	28	1.00	30	1.00	6.00
201	Symphony	201 (186a)	Symphony	1774	140	IV	Allegro spiritoso	6/8	A	1	61	5	3	K3	V	false	33	1.00	34	1.00	3.00
201	Symphony	201 (186a)	Symphony	1774	140	IV	Allegro spiritoso	6/8	A	1	61	5	4	K4	V	true	52	1.00	52	1.00	0.00
201	Symphony	201 (186a)	Symphony	1774	140	IV	Allegro spiritoso	6/8	A	1	61	5	5	K4	 	false	56	1.00	60	1.00	12.00
202	Symphony	202 (186b)	Symphony	1774	141	I	Molto allegro	3/4	D	1	78	5	1	K1	I	true	12	1.00	12	1.00	0.00
202	Symphony	202 (186b)	Symphony	1774	141	I	Molto allegro	3/4	D	1	78	5	2	K2	V	false	18	1.00	22	1.50	12.50
202	Symphony	202 (186b)	Symphony	1774	141	I	Molto allegro	3/4	D	1	78	5	3	K3	V	false	23	1.00	27	1.00	12.00
202	Symphony	202 (186b)	Symphony	1774	141	I	Molto allegro	3/4	D	1	78	5	4	K4	V	true	51	1.00	51	1.00	0.00
202	Symphony	202 (186b)	Symphony	1774	141	I	Molto allegro	3/4	D	1	78	5	5	K4	 	false	75	1.00	79	1.00	12.00
202	Symphony	202 (186b)	Symphony	1774	142	IV	Presto	2/4	D	1	79	4	1	K1	I	false	16	1.00	24	2.00	17.00
202	Symphony	202 (186b)	Symphony	1774	142	IV	Presto	2/4	D	1	79	4	2	K2	V	false	31	1.00	33	1.00	4.00
202	Symphony	202 (186b)	Symphony	1774	142	IV	Presto	2/4	D	1	79	4	3	K4	V	true	53	1.00	53	1.00	0.00
202	Symphony	202 (186b)	Symphony	1774	142	IV	Presto	2/4	D	1	79	4	4	K4	 	false	75	1.00	79	2.00	9.00
203	Serenade	203 (189b) with March K. 237 (189c)	Cassation/Serenade/Divertimento	1774	143	I	Allegro assai	4/4	D	8	54	5	1	K1	I	false	13	1.00	14	1.00	4.00
203	Serenade	203 (189b) with March K. 237 (189c)	Cassation/Serenade/Divertimento	1774	143	I	Allegro assai	4/4	D	8	54	5	2	K2	V	false	19	1.00	24	1.00	20.00
203	Serenade	203 (189b) with March K. 237 (189c)	Cassation/Serenade/Divertimento	1774	143	I	Allegro assai	4/4	D	8	54	5	3	K4	V	true	39	1.00	39	1.00	0.00
203	Serenade	203 (189b) with March K. 237 (189c)	Cassation/Serenade/Divertimento	1774	143	I	Allegro assai	4/4	D	8	54	5	4	K4	V	true	50	1.00	50	1.00	0.00
203	Serenade	203 (189b) with March K. 237 (189c)	Cassation/Serenade/Divertimento	1774	143	I	Allegro assai	4/4	D	8	54	5	5	K4	 	false	56	1.00	62	1.00	24.00
203	Serenade	203 (189b) with March K. 237 (189c)	Cassation/Serenade/Divertimento	1774	144	VIII	Prestissimo	2/4	D	1	109	6	1	K1	I	false	8	1.00	9	1.00	2.00
203	Serenade	203 (189b) with March K. 237 (189c)	Cassation/Serenade/Divertimento	1774	144	VIII	Prestissimo	2/4	D	1	109	6	2	K2	V	false	31	1.00	33	1.00	4.00
203	Serenade	203 (189b) with March K. 237 (189c)	Cassation/Serenade/Divertimento	1774	144	VIII	Prestissimo	2/4	D	1	109	6	3	K4	V	true	53	1.00	53	1.00	0.00
203	Serenade	203 (189b) with March K. 237 (189c)	Cassation/Serenade/Divertimento	1774	144	VIII	Prestissimo	2/4	D	1	109	6	4	K4	V	false	77	1.00	77	2.00	1.00
203	Serenade	203 (189b) with March K. 237 (189c)	Cassation/Serenade/Divertimento	1774	144	VIII	Prestissimo	2/4	D	1	109	6	5	K4	V	true	98	1.00	102	1.00	8.00
203	Serenade	203 (189b) with March K. 237 (189c)	Cassation/Serenade/Divertimento	1774	144	VIII	Prestissimo	2/4	D	1	109	6	6	K4	 	false	109	1.00	110	1.00	2.00
204	Serenade	204 (213a) with March K. 215 (213b)	Cassation/Serenade/Divertimento	1775	145	I	Allegro assai	4/4	D	1	67	6	1	K1	I	true	10	1.00	10	1.00	0.00
204	Serenade	204 (213a) with March K. 215 (213b)	Cassation/Serenade/Divertimento	1775	145	I	Allegro assai	4/4	D	1	67	6	2	K2	V	true	25	1.00	27	3.00	10.00
204	Serenade	204 (213a) with March K. 215 (213b)	Cassation/Serenade/Divertimento	1775	145	I	Allegro assai	4/4	D	1	67	6	3	K3	V	false	29	1.00	30	1.00	4.00
204	Serenade	204 (213a) with March K. 215 (213b)	Cassation/Serenade/Divertimento	1775	145	I	Allegro assai	4/4	D	1	67	6	4	K4	V	false	49	1.00	51	2.00	9.00
204	Serenade	204 (213a) with March K. 215 (213b)	Cassation/Serenade/Divertimento	1775	145	I	Allegro assai	4/4	D	1	67	6	5	K4	V	false	65	1.00	65	3.00	2.00
204	Serenade	204 (213a) with March K. 215 (213b)	Cassation/Serenade/Divertimento	1775	145	I	Allegro assai	4/4	D	1	67	6	6	K4	 	false	67	1.00	68	1.00	4.00
205	Divertimento	205 (173a, 167A) with March K. 290 (173b, 167 AB)	Divertimento for a mixed ensemble	1773	146	I	Allegro	4/4	D	9	37	5	1	K1	I	false	16	3.00	17	1.00	2.00
205	Divertimento	205 (173a, 167A) with March K. 290 (173b, 167 AB)	Divertimento for a mixed ensemble	1773	146	I	Allegro	4/4	D	9	37	5	2	K2	V	false	22	3.00	23	1.00	2.00
205	Divertimento	205 (173a, 167A) with March K. 290 (173b, 167 AB)	Divertimento for a mixed ensemble	1773	146	I	Allegro	4/4	D	9	37	5	3	K3	V	false	26	3.00	27	1.00	2.00
205	Divertimento	205 (173a, 167A) with March K. 290 (173b, 167 AB)	Divertimento for a mixed ensemble	1773	146	I	Allegro	4/4	D	9	37	5	4	K4	V	false	43	1.00	44	1.00	4.00
205	Divertimento	205 (173a, 167A) with March K. 290 (173b, 167 AB)	Divertimento for a mixed ensemble	1773	146	I	Allegro	4/4	D	9	37	5	5	K4	 	false	45	3.00	46	1.00	2.00
212	Sonata for Organ and Orchestra	212	Church sonata	1775	147		Allegro	4/4	Bb	1	30	3	1	K1	I	false	8	1.00	9	1.00	4.00
212	Sonata for Organ and Orchestra	212	Church sonata	1775	147		Allegro	4/4	Bb	1	30	3	2	K2	V	false	14	1.00	15	4.00	7.00
212	Sonata for Organ and Orchestra	212	Church sonata	1775	147		Allegro	4/4	Bb	1	30	3	3	K4	 	false	29	1.00	31	1.00	8.00
213	Divertimento	213	Divertimento for wind instruments	1775	148	I	Allegro spiritoso	4/4	F	1	30	4	1	K1	I	false	10	3.00	11	1.00	2.00
213	Divertimento	213	Divertimento for wind instruments	1775	148	I	Allegro spiritoso	4/4	F	1	30	4	2	K2	V	false	12	3.00	13	1.00	2.00
213	Divertimento	213	Divertimento for wind instruments	1775	148	I	Allegro spiritoso	4/4	F	1	30	4	3	K3	V	false	14	3.00	15	1.00	2.00
213	Divertimento	213	Divertimento for wind instruments	1775	148	I	Allegro spiritoso	4/4	F	1	30	4	4	K4	 	false	28	1.00	31	1.00	12.00
224	Sonata for Organ and Orchestra	224 (241a)	Church sonata	1780	149		Allegro spiritoso	4/4	F	1	45	5	1	K1	I	false	4	3.00	5	1.00	2.00
224	Sonata for Organ and Orchestra	224 (241a)	Church sonata	1780	149		Allegro spiritoso	4/4	F	1	45	5	2	K2	V	false	12	1.00	17	1.00	20.00
224	Sonata for Organ and Orchestra	224 (241a)	Church sonata	1780	149		Allegro spiritoso	4/4	F	1	45	5	3	K4	V	true	26	1.00	26	1.00	0.00
224	Sonata for Organ and Orchestra	224 (241a)	Church sonata	1780	149		Allegro spiritoso	4/4	F	1	45	5	4	K4	V	false	38	1.00	38	1.50	0.50
224	Sonata for Organ and Orchestra	224 (241a)	Church sonata	1780	149		Allegro spiritoso	4/4	F	1	45	5	5	K4	 	false	44	1.00	44	2.00	1.00
225	Sonata for Organ and Orchestra	225 (241b)	Church sonata	1780	150		Allegro	3/4	A	1	50	6	1	K1	I	true	12	1.00	12	1.00	0.00
225	Sonata for Organ and Orchestra	225 (241b)	Church sonata	1780	150		Allegro	3/4	A	1	50	6	2	K2	V	false	16	1.00	17	1.00	3.00
225	Sonata for Organ and Orchestra	225 (241b)	Church sonata	1780	150		Allegro	3/4	A	1	50	6	3	K3	V	false	20	1.00	21	1.00	3.00
225	Sonata for Organ and Orchestra	225 (241b)	Church sonata	1780	150		Allegro	3/4	A	1	50	6	4	K4	V	false	28	1.00	28	1.50	0.50
225	Sonata for Organ and Orchestra	225 (241b)	Church sonata	1780	150		Allegro	3/4	A	1	50	6	5	K4	V	true	47	1.00	47	1.00	0.00
225	Sonata for Organ and Orchestra	225 (241b)	Church sonata	1780	150		Allegro	3/4	A	1	50	6	6	K4	 	false	50	1.00	51	1.00	3.00
240	Divertimento	240	Divertimento for wind instruments	1776	151	I	Allegro	3/4	Bb	1	42	5	1	K1	I	false	6	1.00	7	1.00	3.00
240	Divertimento	240	Divertimento for wind instruments	1776	151	I	Allegro	3/4	Bb	1	42	5	2	K2	V	false	14	1.00	17	1.00	9.00
240	Divertimento	240	Divertimento for wind instruments	1776	151	I	Allegro	3/4	Bb	1	42	5	3	K4	V	false	32	1.00	32	2.00	1.00
240	Divertimento	240	Divertimento for wind instruments	1776	151	I	Allegro	3/4	Bb	1	42	5	4	K4	V	true	40	1.00	40	1.00	0.00
240	Divertimento	240	Divertimento for wind instruments	1776	151	I	Allegro	3/4	Bb	1	42	5	5	K4	 	false	42	1.00	43	1.00	3.00
240	Divertimento	240	Divertimento for wind instruments	1776	152	IV	Allegro	2/4	Bb	1	66	5	1	K1	I	false	16	2.00	17	1.00	1.00
240	Divertimento	240	Divertimento for wind instruments	1776	152	IV	Allegro	2/4	Bb	1	66	5	2	K2	V	false	24	1.00	25	1.00	2.00
240	Divertimento	240	Divertimento for wind instruments	1776	152	IV	Allegro	2/4	Bb	1	66	5	3	K3	V	false	32	1.00	49	1.00	34.00
240	Divertimento	240	Divertimento for wind instruments	1776	152	IV	Allegro	2/4	Bb	1	66	5	4	K4	V	true	61	1.00	61	1.00	0.00
240	Divertimento	240	Divertimento for wind instruments	1776	152	IV	Allegro	2/4	Bb	1	66	5	5	K4	 	false	65	1.00	67	1.00	4.00
241	Sonata for Organ and Orchestra	241	Church sonata	1776	153		Allegro	3/4	G	1	35	4	1	K1	I	true	9	1.00	9	1.00	0.00
241	Sonata for Organ and Orchestra	241	Church sonata	1776	153		Allegro	3/4	G	1	35	4	2	K2	V	false	12	1.00	13	1.00	3.00
241	Sonata for Organ and Orchestra	241	Church sonata	1776	153		Allegro	3/4	G	1	35	4	3	K4	V	true	32	1.00	32	1.00	0.00
241	Sonata for Organ and Orchestra	241	Church sonata	1776	153		Allegro	3/4	G	1	35	4	4	K4	 	false	35	2.00	36	1.00	2.00
244	Sonata for Organ and Orchestra	244	Church sonata	1776	154		Allegro	3/4	F	1	46	3	1	K1	I	false	8	1.00	9	1.00	3.00
244	Sonata for Organ and Orchestra	244	Church sonata	1776	154		Allegro	3/4	F	1	46	3	2	K2	V	false	16	1.00	21	1.00	15.00
244	Sonata for Organ and Orchestra	244	Church sonata	1776	154		Allegro	3/4	F	1	46	3	3	K4	 	false	41	1.00	45	1.00	12.00
245	Sonata for Organ and Orchestra	245	Church sonata	1776	155		Allegro	4/4	D	1	35	5	1	K1	I	true	11	1.00	13	1.00	8.00
245	Sonata for Organ and Orchestra	245	Church sonata	1776	155		Allegro	4/4	D	1	35	5	2	K2	V	true	15	1.00	15	1.00	0.00
245	Sonata for Organ and Orchestra	245	Church sonata	1776	155		Allegro	4/4	D	1	35	5	3	K3	V	false	17	1.00	18	1.00	4.00
245	Sonata for Organ and Orchestra	245	Church sonata	1776	155		Allegro	4/4	D	1	35	5	4	K4	V	false	33	1.00	33	3.00	2.00
245	Sonata for Organ and Orchestra	245	Church sonata	1776	155		Allegro	4/4	D	1	35	5	5	K4	 	false	35	1.00	36	1.00	4.00
247	Divertimento	247 with March K. 248	Divertimento for a mixed ensemble	1776	156	I	Allegro	4/4	F	1	78	6	1	K1	I	false	9	1.00	12	1.50	12.50
247	Divertimento	247 with March K. 248	Divertimento for a mixed ensemble	1776	156	I	Allegro	4/4	F	1	78	6	2	K2	V	false	20	1.00	27	1.00	28.00
247	Divertimento	247 with March K. 248	Divertimento for a mixed ensemble	1776	156	I	Allegro	4/4	F	1	78	6	3	K3	V	false	39	1.00	45	1.00	24.00
247	Divertimento	247 with March K. 248	Divertimento for a mixed ensemble	1776	156	I	Allegro	4/4	F	1	78	6	4	K4	V	false	56	1.00	57	1.00	4.00
247	Divertimento	247 with March K. 248	Divertimento for a mixed ensemble	1776	156	I	Allegro	4/4	F	1	78	6	5	K4	V	false	66	1.00	72	2.50	25.50
247	Divertimento	247 with March K. 248	Divertimento for a mixed ensemble	1776	156	I	Allegro	4/4	F	1	78	6	6	K4	 	false	74	1.00	74	2.00	1.00
250	Serenade	250 (248b) with March K. 249	Cassation/Serenade/Divertimento	1776	157	I	Molto allegro	2/2	D	36	91	7	1	K1	I	false	50	1.00	50	1.50	1.00
250	Serenade	250 (248b) with March K. 249	Cassation/Serenade/Divertimento	1776	157	I	Molto allegro	2/2	D	36	91	7	2	K2	V	true	58	1.00	58	1.00	0.00
250	Serenade	250 (248b) with March K. 249	Cassation/Serenade/Divertimento	1776	157	I	Molto allegro	2/2	D	36	91	7	3	K3	V	false	68	1.00	73	1.00	20.00
250	Serenade	250 (248b) with March K. 249	Cassation/Serenade/Divertimento	1776	157	I	Molto allegro	2/2	D	36	91	7	4	K4	V	true	80	1.00	80	1.00	0.00
250	Serenade	250 (248b) with March K. 249	Cassation/Serenade/Divertimento	1776	157	I	Molto allegro	2/2	D	36	91	7	5	K4	V	true	88	1.00	88	1.00	0.00
250	Serenade	250 (248b) with March K. 249	Cassation/Serenade/Divertimento	1776	157	I	Molto allegro	2/2	D	36	91	7	6	K4	V	false	116	1.00	116	2.00	2.00
250	Serenade	250 (248b) with March K. 249	Cassation/Serenade/Divertimento	1776	157	I	Molto allegro	2/2	D	36	91	7	7	K4	 	false	120	1.00	121	1.00	4.00
250	Serenade	250 (248b) with March K. 249	Cassation/Serenade/Divertimento	1776	158	VIII	Allegro assai	3/8	D	17	201	5	1	K1	I	true	77	1.00	77	1.00	0.00
250	Serenade	250 (248b) with March K. 249	Cassation/Serenade/Divertimento	1776	158	VIII	Allegro assai	3/8	D	17	201	5	2	K2	V	true	85	1.00	85	1.00	0.00
250	Serenade	250 (248b) with March K. 249	Cassation/Serenade/Divertimento	1776	158	VIII	Allegro assai	3/8	D	17	201	5	3	K4	V	true	129	1.00	129	1.00	0.00
250	Serenade	250 (248b) with March K. 249	Cassation/Serenade/Divertimento	1776	158	VIII	Allegro assai	3/8	D	17	201	5	4	K4	V	false	169	1.00	170	1.00	1.50
250	Serenade	250 (248b) with March K. 249	Cassation/Serenade/Divertimento	1776	158	VIII	Allegro assai	3/8	D	17	201	5	5	K4	 	true	193	1.00	197	1.00	6.00
251	Divertimento	251	Divertimento for a mixed ensemble	1776	159	I	Molto allegro	4/4	D	1	40	6	1	K1	I	false	4	3.00	5	1.00	2.00
251	Divertimento	251	Divertimento for a mixed ensemble	1776	159	I	Molto allegro	4/4	D	1	40	6	2	K2	V	true	19	1.00	19	1.00	0.00
251	Divertimento	251	Divertimento for a mixed ensemble	1776	159	I	Molto allegro	4/4	D	1	40	6	3	K3	V	false	20	1.00	22	3.00	10.00
251	Divertimento	251	Divertimento for a mixed ensemble	1776	159	I	Molto allegro	4/4	D	1	40	6	4	K4	V	true	26	1.00	26	1.00	0.00
251	Divertimento	251	Divertimento for a mixed ensemble	1776	159	I	Molto allegro	4/4	D	1	40	6	5	K4	V	false	36	1.00	36	3.00	2.00
251	Divertimento	251	Divertimento for a mixed ensemble	1776	159	I	Molto allegro	4/4	D	1	40	6	6	K4	 	false	40	1.00	41	1.00	4.00
254	Trio for Piano, Violin and Violoncello	254	Piano trio	1776	160	I	Allegro assai	3/4	Bb	1	81	4	1	K1	I	true	17	1.00	17	1.00	0.00
254	Trio for Piano, Violin and Violoncello	254	Piano trio	1776	160	I	Allegro assai	3/4	Bb	1	81	4	2	K2	V	false	28	1.00	33	1.00	15.00
254	Trio for Piano, Violin and Violoncello	254	Piano trio	1776	160	I	Allegro assai	3/4	Bb	1	81	4	3	K4	V	true	50	1.00	50	1.00	0.00
254	Trio for Piano, Violin and Violoncello	254	Piano trio	1776	160	I	Allegro assai	3/4	Bb	1	81	4	4	K4	 	false	74	1.00	80	2.00	19.00
263	Sonata for Organ and Orchestra	263	Church sonata	1776	161		Allegro	4/4	C	1	35	4	1	K1	I	false	8	1.00	8	3.00	2.00
263	Sonata for Organ and Orchestra	263	Church sonata	1776	161		Allegro	4/4	C	1	35	4	2	K2	V	false	12	1.00	17	1.00	20.00
263	Sonata for Organ and Orchestra	263	Church sonata	1776	161		Allegro	4/4	C	1	35	4	3	K4	V	false	33	1.00	33	1.50	0.50
263	Sonata for Organ and Orchestra	263	Church sonata	1776	161		Allegro	4/4	C	1	35	4	4	K4	 	false	35	1.00	36	1.00	4.00
270	Divertimento	270	Divertimento for wind instruments	1777	162	I	Molto allegro	4/4	Bb	1	51	5	1	K1	I	false	10	1.00	10	3.00	2.00
270	Divertimento	270	Divertimento for wind instruments	1777	162	I	Molto allegro	4/4	Bb	1	51	5	2	K2	V	false	18	1.00	29	3.00	46.00
270	Divertimento	270	Divertimento for wind instruments	1777	162	I	Molto allegro	4/4	Bb	1	51	5	3	K3	V	false	31	1.00	33	1.00	8.00
270	Divertimento	270	Divertimento for wind instruments	1777	162	I	Molto allegro	4/4	Bb	1	51	5	4	K4	V	false	49	1.00	49	2.00	1.00
270	Divertimento	270	Divertimento for wind instruments	1777	162	I	Molto allegro	4/4	Bb	1	51	5	5	K4	 	false	51	1.00	52	1.00	4.00
274	Sonata for Organ and Orchestra	274 (271d)	Church sonata	1777	163		Allegro	4/4	G	1	32	5	1	K1	I	false	9	1.00	9	3.00	2.00
274	Sonata for Organ and Orchestra	274 (271d)	Church sonata	1777	163		Allegro	4/4	G	1	32	5	2	K2	V	true	13	1.00	13	1.00	0.00
274	Sonata for Organ and Orchestra	274 (271d)	Church sonata	1777	163		Allegro	4/4	G	1	32	5	3	K3	V	false	16	1.00	16	3.00	2.00
274	Sonata for Organ and Orchestra	274 (271d)	Church sonata	1777	163		Allegro	4/4	G	1	32	5	4	K4	V	true	28	1.00	28	1.00	0.00
274	Sonata for Organ and Orchestra	274 (271d)	Church sonata	1777	163		Allegro	4/4	G	1	32	5	5	K4	 	false	32	1.00	33	1.00	4.00
278	Sonata for Organ and Orchestra	278 (271e)	Church sonata	1777	164		Allegro	4/4	C	1	55	7	1	K1	I	true	6	1.00	6	1.00	0.00
278	Sonata for Organ and Orchestra	278 (271e)	Church sonata	1777	164		Allegro	4/4	C	1	55	7	2	K2	I	true	15	1.00	15	1.00	0.00
278	Sonata for Organ and Orchestra	278 (271e)	Church sonata	1777	164		Allegro	4/4	C	1	55	7	3	K1	I	true	19	1.00	19	1.00	0.00
278	Sonata for Organ and Orchestra	278 (271e)	Church sonata	1777	164		Allegro	4/4	C	1	55	7	4	K4	V	false	32	1.00	32	3.00	2.00
